,id,name,summary,space,description,host_id,host_name,host_location,host_about,host_is_superhost,neighbourhood_group_cleansed,city,state,zipcode,market,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price
5001,24048827,Bright room with private roof terrace in Kreuzberg,"Cosy and bright apartment with 2 roof terraces in the heart of Kreuzberg. The apartment is located on the top floor of the building. Your large private terrace is located at the back side of the building, guaranteeing peace and quiet as well as privacy. Check-in times can be more flexible if necessary, especially during the weekend! In the shared kitchen / living room you´ll find another smaller terrace as well.","You´ll be sharing the flat with only one other person (myself). My room is on the other end of the flat, so your privacy is guaranteed. In between the two rooms there are the hallway, bathroom and the living room. The whole flat has hardwood floors and bright white walls. The bathroom is really lovely and is equipped with a bath tub and a rain shower. The kitchen is fully equipped as well including an oven and a dishwasher.","Cosy and bright apartment with 2 roof terraces in the heart of Kreuzberg. The apartment is located on the top floor of the building. Your large private terrace is located at the back side of the building, guaranteeing peace and quiet as well as privacy. Check-in times can be more flexible if necessary, especially during the weekend! In the shared kitchen / living room you´ll find another smaller terrace as well. You´ll be sharing the flat with only one other person (myself). My room is on the other end of the flat, so your privacy is guaranteed. In between the two rooms there are the hallway, bathroom and the living room. The whole flat has hardwood floors and bright white walls. The bathroom is really lovely and is equipped with a bath tub and a rain shower. The kitchen is fully equipped as well including an oven and a dishwasher. You´ll have full access to your room, the kitchen/living room and the bathroom. There are two other smaller rooms that are private. You´ll be staying in the",66198266,Tomas,"Berlin, Berlin, Germany",,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10999,Berlin,52.49706,13.43404,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Smoking allowed"",""Free street parking"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Host greets you""}",,55.0
5028,24236627,Light Altbau room in the heart of Berlin,"This large alt bau apartment is in the very center of Berlin - great bars, yummy restaurants, cute shops and comfy cafes are all within a 5 minute walk. The Reichstag, Brandenburg Gate, The Wall and Museum Island are also all with walking distance. Only 10 minutes in the U-bahn to Kreuzberg and Neukölln. The mattress is a 2017 Eve and VERY comfortable and supportive.",,"This large alt bau apartment is in the very center of Berlin - great bars, yummy restaurants, cute shops and comfy cafes are all within a 5 minute walk. The Reichstag, Brandenburg Gate, The Wall and Museum Island are also all with walking distance. Only 10 minutes in the U-bahn to Kreuzberg and Neukölln. The mattress is a 2017 Eve and VERY comfortable and supportive.",9608615,Loz,"Berlin, Berlin, Germany",,t,Mitte,Berlin,Berlin,10115,Berlin,52.5299,13.392929999999998,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Essentials,""Hot water"",Other}",,50.0
5041,24305393,Cozy Berlin Mitte Studio,"Gemütliches 1-Zimmer-Apartment in Berlin Mitte mit Aufzug, Küche, Badezimmer und Balkon mit Morgensonne im Gartenhaus. Fenster und Balkon zeigen zum ruhigen begrünten Innenhof. Der Mauerpark ist zu Fuß gut zu erreichen (10 min), ebenfalls in der Nähe befinden sich die Gedenkstätte Berliner Mauer, der Arkonaplatz mit Wochenmarkt,Flohmarkt (Sonntags), Hackescher Markt, Alexanderplatz. U-Bahn und Tram sind in der Nähe. Einkaufsmöglichkeiten, Bars, Cafés und Restaurants sind fußläufig zu erreichen.","Zur Küche gehören Herd, Backofen, Geschirrspüler, Kühl- und Gefrierschrank, Wasserkocher, Toaster, Kaffeemaschine. Geschirr, Besteck, Kochutensilien, Kaffee und Tee sowie eine Grundausstattung von Gewürzen und Öl sind vorhanden.  In der Küche stehen Kaffee, Tee und Gewürze zur Verfügung.  Das Badezimmer bietet Badewanne, Waschbecken und WC.  Das Bett ist 200x180cm groß. Decken, Kissen und Bezüge werden bereitgestellt. Ebenso Handtücher.  Der Schlafbereich lässt sich durch Rollos verdunkeln.","Gemütliches 1-Zimmer-Apartment in Berlin Mitte mit Aufzug, Küche, Badezimmer und Balkon mit Morgensonne im Gartenhaus. Fenster und Balkon zeigen zum ruhigen begrünten Innenhof. Der Mauerpark ist zu Fuß gut zu erreichen (10 min), ebenfalls in der Nähe befinden sich die Gedenkstätte Berliner Mauer, der Arkonaplatz mit Wochenmarkt,Flohmarkt (Sonntags), Hackescher Markt, Alexanderplatz. U-Bahn und Tram sind in der Nähe. Einkaufsmöglichkeiten, Bars, Cafés und Restaurants sind fußläufig zu erreichen. Zur Küche gehören Herd, Backofen, Geschirrspüler, Kühl- und Gefrierschrank, Wasserkocher, Toaster, Kaffeemaschine. Geschirr, Besteck, Kochutensilien, Kaffee und Tee sowie eine Grundausstattung von Gewürzen und Öl sind vorhanden.  In der Küche stehen Kaffee, Tee und Gewürze zur Verfügung.  Das Badezimmer bietet Badewanne, Waschbecken und WC.  Das Bett ist 200x180cm groß. Decken, Kissen und Bezüge werden bereitgestellt. Ebenso Handtücher.  Der Schlafbereich lässt sich durch Rollos verdunkeln.",183357061,Kathleen,"Berlin, Berlin, Germany",,t,Mitte,Berlin,Berlin,10119,Berlin,52.53605,13.40249,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,Heating,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Host greets you"",""Handheld shower head"",""Fixed grab bars for shower""}",,50.0
5042,24308303,"Tranquil Room in Kreuzberg by Viktoriapark, Berlin","A tranquil and well connected spot with a short walking distance to bustling Bergmannkiez, three Berlin parks - Viktoria Park with its waterfall and a view over Berlin, Gleisdreieck and Tempelhofer Feld. Potsdamer Platz is 30 min walk via lovely Gleisdreieck, which has also a great biking path.","The flat is simple, bright and tranquil. The bedroom is plain and has an atmosphere of calm.  The guest bedroom, kitchen and and bathroom face courtyard towards north.","A tranquil and well connected spot with a short walking distance to bustling Bergmannkiez, three Berlin parks - Viktoria Park with its waterfall and a view over Berlin, Gleisdreieck and Tempelhofer Feld. Potsdamer Platz is 30 min walk via lovely Gleisdreieck, which has also a great biking path. The flat is simple, bright and tranquil. The bedroom is plain and has an atmosphere of calm.  The guest bedroom, kitchen and and bathroom face courtyard towards north. The guest room, kitchen, bathroom. I often write/work from home so I am available if/when needed. Plenty of cafes, bars, green areas. The apartment is located between Viktoriapark where you can see a view of Belin, Gleisdreieck Park that takes you by walk to Potsdamer Platz and famous Tempelhofer Feld. There is a Lidl supermarket 2 min walk. There is also Aldi, REwe and Biomark nearby. Bus 104 and 140 is 2 min. walk;  Metro  and Overground (Yorckstrasse /Mehringdamm) are 13 min walk (U6,U7,S1,2,25,26).",725852,Joanna,"Berlin, Berlin, Germany",Environment & Culture,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10965,Berlin,52.48669,13.37514,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,Washer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Host greets you""}",,39.0
5044,24326034,Moderner Plattenbau direkt am Alexanderplatz,"Es handelt sich ein modernisiertes Plattenbau Apartment mit lackierten Boden und Betonwänden.  Moderne weiße Einbauküche mit Geräten, sowie Spülmaschine , Waschmaschine und Trockner.  Meine privaten Sachen habe ich, soweit weggeräumt. Ich vermiete mein Apartment, da ich beruflich oft als DJ unterwegs bin.  Das Bad ist komplett neu mit Dusche und Fön.",,"Es handelt sich ein modernisiertes Plattenbau Apartment mit lackierten Boden und Betonwänden.  Moderne weiße Einbauküche mit Geräten, sowie Spülmaschine , Waschmaschine und Trockner.  Meine privaten Sachen habe ich, soweit weggeräumt. Ich vermiete mein Apartment, da ich beruflich oft als DJ unterwegs bin.  Das Bad ist komplett neu mit Dusche und Fön.",183533424,Björn,DE,Ich bin 33 ,t,Mitte,Berlin,Berlin,10178,Berlin,52.52506999999999,13.41765,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance"",""Hot water"",""Bed linens""}",,49.0
5086,24616565,A guetroom with private bathroom near Hbf,"A relatively big guestroom (20m2) + private internal bathroom. Freshly renovated. Located in a nice house in the district Mitte, jst at the entrance to underground station. 2,3 km to Brandenburg Gate and 3 km to Alexanderplatz. All parts of Berlin are easy to reach on foot. Supermarket close to the house. Advantages: great location + fresh and new + WiFi + incl. bedlinen and towels + hairdrier + cooking facilities Disadvantages: easily decorated - the entrance and the kitchen part are shared",,"A relatively big guestroom (20m2) + private internal bathroom. Freshly renovated. Located in a nice house in the district Mitte, jst at the entrance to underground station. 2,3 km to Brandenburg Gate and 3 km to Alexanderplatz. All parts of Berlin are easy to reach on foot. Supermarket close to the house. Advantages: great location + fresh and new + WiFi + incl. bedlinen and towels + hairdrier + cooking facilities Disadvantages: easily decorated - the entrance and the kitchen part are shared",105479934,Alex,"Berlin, Berlin, Germany","An easy-going and communicative traveller. Always busy with my work (energy policy). 
My favourite wine - Riesling. My hobby - frictional ignition. My question to others - ""what would you consist of, if you were a sandwich?""",t,Mitte,Berlin,Berlin,10115,Berlin,52.531180000000006,13.37509,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Private living room""}",,30.0
5093,24666030,Spacious Cosy Room in the Heart of Hip Neukölln,"Spacious Cosy Room in 2 bedroom apartment in the Heart of Hip Neukölln, close to underground, 10 min from Alexanderplatz","English:  The room: Is about 26 sqm and Is equipped with a sofa that can easily be changed into a large bed - cosy for day and night :) Furthermore there is an armchair, a book shelf (with many books and sight infos about Berlin) and a table. Best feature: The balcony! Fitting easily two people to chill out after the day.  The apartment: is located on the first floor of an old typical building on a street with little traffic. Therefore, ceilings are high and there is a wooden floor. Other rooms: You have full access to the kitchen and I am happy to share the equipment as long as you make sure to handle it carefully. Bathroom is also shared and equipped with a shower, towels and a hair dryer.  Location: Right in the heart of Neukölln (the hippest part of Berlin) - home to heaps of bars, cafes, restaurants, independent and second hand shops, markets and Turkish food culture. There is an organic store across the street and a supermarket 50m away.  Get around: U8 at Hermannplatz is right a","Spacious Cosy Room in 2 bedroom apartment in the Heart of Hip Neukölln, close to underground, 10 min from Alexanderplatz English:  The room: Is about 26 sqm and Is equipped with a sofa that can easily be changed into a large bed - cosy for day and night :) Furthermore there is an armchair, a book shelf (with many books and sight infos about Berlin) and a table. Best feature: The balcony! Fitting easily two people to chill out after the day.  The apartment: is located on the first floor of an old typical building on a street with little traffic. Therefore, ceilings are high and there is a wooden floor. Other rooms: You have full access to the kitchen and I am happy to share the equipment as long as you make sure to handle it carefully. Bathroom is also shared and equipped with a shower, towels and a hair dryer.  Location: Right in the heart of Neukölln (the hippest part of Berlin) - home to heaps of bars, cafes, restaurants, independent and second hand shops, markets and Turkish food cu",2619815,Janine,"Berlin, Berlin, Germany","I am living and working in Berlin since 7 years, explored the city day and night and enjoying especially the music and cultural events the city has to offer :) 

I love biking the city which I would totally recommend since it is the easiest way to get around. Furthermore, I love movies, going out for food and learning new things. 

I lived a third of my life in flat sharing and found it always enriching - so I am pretty tolerant and flexible and enjoy conversations in the kitchen ;)

",t,Neukölln,Berlin,Berlin,12047,Berlin,52.48765,13.4275,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,Heating,Washer,""First aid kit"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Host greets you""}",,35.0
5113,24819416,Nice & Cozy openspace in Schillerkiez,"Nice and cozy apartment in Schillerkiez! This lovely studio is located in one of the most popular areas of Berlin, close to bars and restaurants of all kinds, shops and supermarkets for all budgets. Despite being very close to Hermannstr and U8 Boddinstr metro station, the place is very quiet and bright, cool in summer and warm in winter. It is ideal for a visiting couple or for those who are looking for a quite place in Berlin. Homesharing, no smoking apartment.","That´s Homesharing, contains love, dedication and memories :-)  This is not a holiday home, it's the studio I've lived in for the last 5 years, I rent it only when I'm not in town. So I´m very happy that you come and stay, respect it and feel it like your home.  There is one comfortable bed for two people with new matress and one couch (also made with matress on top) where a third person can sleep.  Non-smoking apartment! No movie and music downloads (strictly prohibited and punished in Germany). You will find a sound system with 2 speakers and woofer on the big cristal table. That will allow you to listen to your music/playlist from phone, tablet, computer, etc. Jack-cable is furnished.","Nice and cozy apartment in Schillerkiez! This lovely studio is located in one of the most popular areas of Berlin, close to bars and restaurants of all kinds, shops and supermarkets for all budgets. Despite being very close to Hermannstr and U8 Boddinstr metro station, the place is very quiet and bright, cool in summer and warm in winter. It is ideal for a visiting couple or for those who are looking for a quite place in Berlin. Homesharing, no smoking apartment. That´s Homesharing, contains love, dedication and memories :-)  This is not a holiday home, it's the studio I've lived in for the last 5 years, I rent it only when I'm not in town. So I´m very happy that you come and stay, respect it and feel it like your home.  There is one comfortable bed for two people with new matress and one couch (also made with matress on top) where a third person can sleep.  Non-smoking apartment! No movie and music downloads (strictly prohibited and punished in Germany). You will find a sound system w",85121221,Petra,"Berlin, Berlin, Germany",,t,Neukölln,Berlin,Berlin,12049,Berlin,52.478069999999995,13.42596,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,Washer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Long term stays allowed""}",,65.0
5116,24844434,2 Zimmer Traumapartment mit Blick auf den Park,"Es handelt sich um eine wunderschöne Altbauwohnung im Herzen von Berlin (200m vom Rosenthaler  Platz, direkt gegenüber des Weinberg Parks). Die Wohnung ist sehr offen (Loft artig) und hat ein separat abschließbares Schlafzimmer, eine Schlafcouch befindet sich in der Wohnküche.",,"Es handelt sich um eine wunderschöne Altbauwohnung im Herzen von Berlin (200m vom Rosenthaler  Platz, direkt gegenüber des Weinberg Parks). Die Wohnung ist sehr offen (Loft artig) und hat ein separat abschließbares Schlafzimmer, eine Schlafcouch befindet sich in der Wohnküche. Hunderte Cafés, Restaurants, Clubs und kleine Geschäfte finden sich in unmittelbarer Nachbarschaft. Zentraler kann man in Berlin nicht wohnen.",5431184,Conrad,"Berlin, Berlin, Germany","Ich bin der Gastgeber, warum soll ich Gastgeber werden nie für das Ablehnen eines Gastes bestraft, also vertraue Deiner Urteilsfähigkeit. Überprüfe, dass ein vollständiges Profil vorhanden ist und stelle immer Fragen. Fehlt etwas? Frage nach und bitte den Gast, es zu seinem Profil hinzuzufügen. Besuche u",t,Mitte,Berlin,Berlin,10119,Berlin,52.533269999999995,13.398570000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Essentials,Hangers,""Laptop friendly workspace""}",,95.0
5125,24913079,Spacious and bright room in front of the canal,"[Update: I am traveling a lot these days, so you probably are gonna be by yourself at the flat, if that's ok for you] Hey, there! I live alone in Berlin, so I make my bedroom available for you. It's a big and bright space, with a comfy bed, a good table for working and everything you need to feel at home. I live between Neukölln and Kreuzberg and I REALLY love my region, so I can recommend many places around for you feel totally like a local.  I bet you will love staying at my place.",,"[Update: I am traveling a lot these days, so you probably are gonna be by yourself at the flat, if that's ok for you] Hey, there! I live alone in Berlin, so I make my bedroom available for you. It's a big and bright space, with a comfy bed, a good table for working and everything you need to feel at home. I live between Neukölln and Kreuzberg and I REALLY love my region, so I can recommend many places around for you feel totally like a local.  I bet you will love staying at my place. I usually use the bedroom for myself, but when I have people on my place, I go to the living room – where I have my home office – and you will have your own private room. The rest of the flat is shared if I am not traveling – what can also be the case –, but you are really free to use it! I will be sleeping in the living room during the night, but during the day it's also a shared space if you just wanna hangout. I'm a very easy going and open-minded person. I make friends very easily but I also understand",789564,Felipe,"Berlin, Berlin, Germany","Hello! I'm Felipe, a Brazilian traveler working remotely with digital advertising. Most of my year I'm living in Airbnb's houses so I will treat your home as if it was mine (or better!). I am always up for meeting new people all over the world, so feel free to invite me for a cup of tea. :)",t,Neukölln,Berlin,Berlin,12045,Berlin,52.4875,13.437479999999999,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Pets allowed"",Breakfast,Elevator,""Free street parking"",Heating,Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Host greets you"",Waterfront}",,30.0
5140,24980242,Apartment am KaDeWe,Dieses 2 Zimmer-Appartement liegt im Erdgeschoss eines Altbaus im Bezirk Schöneberg. Die Wohnung ist im Quergebäude zum begrünten Innenhof gelegen. Sie bietet Platz für 2-4 Personen (getrenntes Schlafen möglich). Sie wohnen hier ganz in der Nähe des U-Bahnhofs Wittenbergplatz und dem KaDeWe (Kaufhaus Des Westens).,,Dieses 2 Zimmer-Appartement liegt im Erdgeschoss eines Altbaus im Bezirk Schöneberg. Die Wohnung ist im Quergebäude zum begrünten Innenhof gelegen. Sie bietet Platz für 2-4 Personen (getrenntes Schlafen möglich). Sie wohnen hier ganz in der Nähe des U-Bahnhofs Wittenbergplatz und dem KaDeWe (Kaufhaus Des Westens).,188849025,Bärbel,DE,,t,Tempelhof - Schöneberg,Berlin,Berlin,10789,Berlin,52.5003,13.34312,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",,69.0
5145,25003878,Luxusappartment Schöneberg,"Helles Luxusappartment in KaDeWe-Nähe (3 min zu Fuß), vollverglaster Balkon/Wintergarten, Vollausstattung mit Waschmaschine/Trockner, Aufzug, behindertengerecht und barrierefrei, Privatparkplatz im direkten Sichtbereich der Wohnung, WLAN. Klimaanlage kostet 7 € extra pro Nacht.",Das Appartment liegt fußläufig zum Zentrum der City West von Berlin. Der U-Bahnhof Wittenbergplatz ist in 3 Minuten zu Fuß zu erreichen. Das Appartment ist vollständig behindertengerecht und barrierefrei ausgebaut und auch zu erreichen. Der Balkon ist vollverglast und kann bei Bedarf komplett geöffnet werden. Die Innenausstattung ist sehr modern und incl. Vollausstattung in Küche und Bad.,"Helles Luxusappartment in KaDeWe-Nähe (3 min zu Fuß), vollverglaster Balkon/Wintergarten, Vollausstattung mit Waschmaschine/Trockner, Aufzug, behindertengerecht und barrierefrei, Privatparkplatz im direkten Sichtbereich der Wohnung, WLAN. Klimaanlage kostet 7 € extra pro Nacht. Das Appartment liegt fußläufig zum Zentrum der City West von Berlin. Der U-Bahnhof Wittenbergplatz ist in 3 Minuten zu Fuß zu erreichen. Das Appartment ist vollständig behindertengerecht und barrierefrei ausgebaut und auch zu erreichen. Der Balkon ist vollverglast und kann bei Bedarf komplett geöffnet werden. Die Innenausstattung ist sehr modern und incl. Vollausstattung in Küche und Bad. Sämtliche Geräte sind für die Benutzung durch Gäste freigegeben, incl. WLAN, Küchengeräte, Waschmaschine und Trockner. Nur die Klimaanlage kostet 7€ extra pro Nacht. Das Appartment liegt in einem ruhigen Wohnblock mit altem eingewachsenen Baumbestand in einem sehr großen Innenhof. Ein Spielplatz für Kinder ist ebenfalls vorhand",142196763,Wolfgang,"Berlin, Berlin, Germany","Ich bin ein ruhiger gelassener  Wahlberliner der großen Wert auf Höflichkeit und gepflegte Umgangsformen legt. Zusagen werden von mir eingehalten!

Ansonsten bin ich viel auf Reisen in der Welt unterwegs und im Urlaub immer mal mit dem Fahrrad an ungewöhnlichen Orten wie China anzutreffen.",t,Tempelhof - Schöneberg,Berlin,Berlin,10777,Berlin,52.500009999999996,13.339920000000001,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Handheld shower head"",""Roll-in shower""}",,59.0
5149,25020922,Double room in spacious flat in Kreuzberg,"The room (13 m²) is for singles or couples, provides a huge bed and is located between Maybachufer and Görlitzer Park in Berlin's  n°1 alternative culture district Kreuzberg.  There are plenty of bars, supermarkets, shopping facilities and restaurants closeby.  Walk 8 minutes to the nearby metro stations and reach the city center in about 20 minutes. You'll share the apartment with my flat mates Flipo (32) and Sascha (33). Both are busy working during the week and will respect your privacy.","The apartment is on the top floor of a picturesque building from the Jugenstil era, so it's very quiet and sunny all day long. During the week, my (Hidden by Airbnb) Sascha (33) and Flipo (32) are pretty busy with work so you'll have the place for yourself between 9am and 7pm.  The room for rent is aproximately 13 m². Our shared living room is nearly 30 m² big and shows our passion for decent furniture. Please also feel free to use our fully equiped kitchen (15 m²)  and the bathroom (8m²).","The room (13 m²) is for singles or couples, provides a huge bed and is located between Maybachufer and Görlitzer Park in Berlin's  n°1 alternative culture district Kreuzberg.  There are plenty of bars, supermarkets, shopping facilities and restaurants closeby.  Walk 8 minutes to the nearby metro stations and reach the city center in about 20 minutes. You'll share the apartment with my flat mates Flipo (32) and Sascha (33). Both are busy working during the week and will respect your privacy. The apartment is on the top floor of a picturesque building from the Jugenstil era, so it's very quiet and sunny all day long. During the week, my (Hidden by Airbnb) Sascha (33) and Flipo (32) are pretty busy with work so you'll have the place for yourself between 9am and 7pm.  The room for rent is aproximately 13 m². Our shared living room is nearly 30 m² big and shows our passion for decent furniture. Please also feel free to use our fully equiped kitchen (15 m²)  and the bathroom (8m²). You can u",108880861,Philipp,"Berlin, Berlin, Germany",,t,Friedrichshain-Kreuzberg,Berlin,Berlin,10999,Berlin,52.49276,13.43256,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Essentials,Hangers,Iron,""Private living room"",Other}",,38.0
5155,25062438,Spacious renovated apartment in Mitte!,"This modern  ground floor apartment is very spacious, bright and open-plan. This 60 m² property is fully equipped with an open-plan kitchen, living and dining area, spacious bedroom, and bathroom. Located in the Mitte neighbourhood, it is just outside the heart of Berlin, with easy connection to the city. There is plenty to explore in the area, with a wide range of museums and galleries nearby, as well as a piece of the Berlin Wall, just 5-minutes from this apartment. Ideal for small groups","The apartment is very spacious and bright. There is an open space with fully equipped kitchen with coffee machine, dishwasher and everything you might need. In the living room area there is acompy sofa bed that can fit up to 2 people, armchair, T.V and a dining table. The bed room is huge and have a king size bed and a wardrobe.  The toilet is very bright has a bath and washing machine.  There is more place for you stuff in the storage room. The apartment is located on the ground floor of a back building","This modern  ground floor apartment is very spacious, bright and open-plan. This 60 m² property is fully equipped with an open-plan kitchen, living and dining area, spacious bedroom, and bathroom. Located in the Mitte neighbourhood, it is just outside the heart of Berlin, with easy connection to the city. There is plenty to explore in the area, with a wide range of museums and galleries nearby, as well as a piece of the Berlin Wall, just 5-minutes from this apartment. Ideal for small groups The apartment is very spacious and bright. There is an open space with fully equipped kitchen with coffee machine, dishwasher and everything you might need. In the living room area there is acompy sofa bed that can fit up to 2 people, armchair, T.V and a dining table. The bed room is huge and have a king size bed and a wardrobe.  The toilet is very bright has a bath and washing machine.  There is more place for you stuff in the storage room. The apartment is located on the ground floor of a back bui",53411338,Adi,"Berlin, Berlin, Germany",,t,Mitte,Berlin,Berlin,10115,Berlin,52.53821,13.378810000000001,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven}",,70.0
5158,25071774,Bright modern apartment with balcony.,"Bright, modern apartment in the heart of Neukölln's Weserstraße with access to your own private balcony overlooking a peaceful garden. Also included is super fast wifi!  I've also created a local guide to help you make the most of your stay in Berlin. This has been made into a website and will be shared with you upon booking the space.","Surrounded by cafes, bars, parks and transport links on your doorstep - you really can't go wrong with this vibrant neukolln area.","Bright, modern apartment in the heart of Neukölln's Weserstraße with access to your own private balcony overlooking a peaceful garden. Also included is super fast wifi!  I've also created a local guide to help you make the most of your stay in Berlin. This has been made into a website and will be shared with you upon booking the space. Surrounded by cafes, bars, parks and transport links on your doorstep - you really can't go wrong with this vibrant neukolln area. A large garden area is available to relax in if you get bored of your large balcony ;-) You have the whole flat to yourself with private access. Within a 1 minute walk from your front door, you can find 5 cafes, a cinema, 5 restaurants and 2 bars.....within a 1 minute walk! Public Transport The cheapest way to get to around is to take the bus or use the U7 from Rathaus Neukölln, both of which are on your door step. Did I mention the super fast wifi?",107152227,Benjamin,"Berlin, Berlin, Germany","Friendly, clean and organised! 
A people person you might say.

Some things:

Designer,  illustrator, curator.
I run a gallery space in Neukölln called Weserhalle.
Cheers!



",t,Neukölln,Berlin,Berlin,12045,Berlin,52.48432,13.43999,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Pets allowed"",""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,60.0
